user_id;transaction_date;transaction_amount
101492;2024-01-20;314.73
100854;2024-01-08;326.54
100503;2024-01-01;340.07
101166;2024-01-19;40.72
101207;2024-01-03;431.56
100962;2024-01-10;190.44
100979;2024-01-02;86.33
101391;2024-01-12;496.22
100923;2024-01-03;310.17
101483;2024-01-17;108.14
100711;2024-01-08;354.74
101011;2024-01-02;164.46
101416;2024-01-11;279.93
101100;2024-01-06;399.65
100877;2024-01-11;312.53
101144;2024-01-18;422.13
100763;2024-01-23;473.42
101263;2024-01-10;35.81
100967;2024-01-07;142.26
100717;2024-01-28;40.05
100783;2024-01-08;367.76
100919;2024-01-16;384.3
100506;2024-01-20;86.1
100670;2024-01-03;282.4
101387;2024-01-13;380.03
100917;2024-01-22;52.5
100773;2024-01-08;453.9
100743;2024-01-21;177.22
100526;2024-01-29;203.94
100542;2024-01-12;376.21
100509;2024-01-20;246.43
101284;2024-01-25;56.82
101182;2024-01-22;270.71
101389;2024-01-21;211.71
101148;2024-01-04;36.04
101469;2024-01-18;283.66
101441;2024-01-04;219.16
101181;2024-01-02;105.42
100631;2024-01-17;250.96
101430;2024-01-28;217.56
101311;2024-01-25;457.1
100930;2024-01-19;116.09
100799;2024-01-08;138.85
100972;2024-01-26;142.53
101139;2024-01-04;87.5
100583;2024-01-05;195.0
100947;2024-01-03;396.51
101085;2024-01-03;343.14
100744;2024-01-15;364.04
101312;2024-01-02;141.66
100695;2024-01-16;247.82
100627;2024-01-11;12.72
100697;2024-01-08;189.86
100755;2024-01-28;196.66
101048;2024-01-30;452.95
100870;2024-01-29;347.32
101358;2024-01-23;490.78
100504;2024-01-11;456.32
100549;2024-01-26;140.98
101314;2024-01-22;435.85
101363;2024-01-08;241.42
101030;2024-01-26;246.15
100941;2024-01-26;132.34
101196;2024-01-19;55.01
101141;2024-01-01;142.07
100876;2024-01-24;321.57
101059;2024-01-02;210.93
100778;2024-01-07;21.37
101340;2024-01-17;215.82
101218;2024-01-14;189.4
101062;2024-01-28;32.84
101017;2024-01-28;470.83
100955;2024-01-29;357.26
101121;2024-01-21;137.9
101028;2024-01-09;468.32
100586;2024-01-11;249.52
100522;2024-01-06;486.17
100973;2024-01-24;76.27
100666;2024-01-21;301.34
101408;2024-01-27;252.1
101246;2024-01-09;170.14
101036;2024-01-14;474.71
100591;2024-01-18;354.53
100813;2024-01-20;151.06
100675;2024-01-21;153.34
100514;2024-01-16;341.3
100848;2024-01-17;313.06
100574;2024-01-14;176.18
100671;2024-01-02;133.45
100685;2024-01-20;255.62
101140;2024-01-27;471.94
100684;2024-01-09;106.5
100974;2024-01-08;43.06
101080;2024-01-10;263.26
101047;2024-01-30;220.9
100734;2024-01-11;11.05
101248;2024-01-16;191.43
100772;2024-01-04;372.46
101078;2024-01-25;106.01
100660;2024-01-12;453.47
101323;2024-01-21;39.21
100596;2024-01-02;68.25
101288;2024-01-24;253.57
100516;2024-01-10;389.63
100551;2024-01-09;174.78
100517;2024-01-15;406.23
100950;2024-01-30;218.95
101279;2024-01-03;199.56
101034;2024-01-29;440.65
101376;2024-01-06;146.44
100901;2024-01-25;72.36
101310;2024-01-25;252.32
101168;2024-01-26;421.92
100635;2024-01-25;420.1
100739;2024-01-25;323.23
101449;2024-01-01;297.89
101255;2024-01-29;482.73
100777;2024-01-21;329.55
100563;2024-01-26;83.13
100564;2024-01-18;170.16
101257;2024-01-03;81.36
100820;2024-01-11;253.37
100795;2024-01-28;167.06
101097;2024-01-22;220.82
101171;2024-01-27;47.61
101350;2024-01-27;349.56
100663;2024-01-05;382.91
100776;2024-01-25;65.01
101003;2024-01-25;229.55
100883;2024-01-06;324.77
100895;2024-01-15;318.5
100902;2024-01-07;310.61
101199;2024-01-11;265.08
101262;2024-01-03;362.13
101156;2024-01-12;23.06
100839;2024-01-30;283.33
100710;2024-01-06;41.86
101102;2024-01-15;356.86
101000;2024-01-04;316.13
101025;2024-01-09;144.21
100986;2024-01-23;107.75
100648;2024-01-24;272.37
101188;2024-01-07;114.36
101087;2024-01-18;328.92
100968;2024-01-03;86.62
100616;2024-01-12;45.73
101294;2024-01-27;396.33
101322;2024-01-05;109.51
100824;2024-01-16;238.51
100513;2024-01-29;204.97
101227;2024-01-27;186.67
100988;2024-01-29;30.95
101195;2024-01-18;64.46
100738;2024-01-26;276.93
100998;2024-01-10;351.35
100634;2024-01-02;103.91
101009;2024-01-08;19.57
101104;2024-01-04;284.18
100816;2024-01-03;289.33
101329;2024-01-07;443.24
100655;2024-01-28;119.51
100828;2024-01-11;134.07
101291;2024-01-26;216.94
100924;2024-01-23;86.79
101113;2024-01-20;38.4
100957;2024-01-27;177.53
100543;2024-01-02;148.56
100722;2024-01-15;243.14
100845;2024-01-10;108.96
101022;2024-01-17;164.98
101286;2024-01-01;46.59
101260;2024-01-12;371.28
100809;2024-01-13;231.33
101051;2024-01-01;281.59
100904;2024-01-30;49.38
100698;2024-01-30;364.1
100821;2024-01-23;481.86
100690;2024-01-19;425.46
101252;2024-01-02;340.99
100692;2024-01-30;118.38
101331;2024-01-10;449.29
101271;2024-01-29;469.85
101373;2024-01-30;204.7
100849;2024-01-06;221.92
101359;2024-01-11;378.2
101007;2024-01-07;451.53
100869;2024-01-16;392.57
101001;2024-01-11;336.35
100861;2024-01-28;138.04
101083;2024-01-07;319.01
100756;2024-01-03;176.86
101206;2024-01-05;287.42
101411;2024-01-04;204.76
101208;2024-01-29;468.82
100702;2024-01-20;434.67
101485;2024-01-14;264.94
100922;2024-01-28;202.39
101150;2024-01-07;372.85
101233;2024-01-03;101.07
100652;2024-01-12;319.65
101293;2024-01-15;97.37
101029;2024-01-06;143.58
100600;2024-01-17;436.2
100788;2024-01-13;327.27
100621;2024-01-04;346.15
101300;2024-01-11;490.19
101453;2024-01-22;102.34
101432;2024-01-10;101.98
101059;2024-01-23;10.21
100708;2024-01-26;61.33
100792;2024-01-22;199.71
101316;2024-01-17;206.49
100981;2024-01-30;444.33
100700;2024-01-12;114.63
101091;2024-01-22;261.3
100569;2024-01-10;274.34
101329;2024-01-30;333.49
100570;2024-01-05;382.31
101042;2024-01-28;281.9
100782;2024-01-23;273.28
100712;2024-01-03;456.26
100609;2024-01-28;318.76
100626;2024-01-18;356.48
100649;2024-01-25;209.83
100573;2024-01-14;308.05
100543;2024-01-04;258.35
100620;2024-01-15;172.67
100775;2024-01-01;391.84
101357;2024-01-26;323.87
101052;2024-01-07;442.96
101224;2024-01-08;101.1
100911;2024-01-28;256.53
100800;2024-01-03;171.37
101475;2024-01-17;212.88
100880;2024-01-26;57.73
101025;2024-01-06;249.72
100741;2024-01-11;338.35
101160;2024-01-20;282.62
100561;2024-01-06;139.96
100869;2024-01-08;216.45
101040;2024-01-19;480.39
100529;2024-01-10;34.85
100769;2024-01-24;372.44
100739;2024-01-09;350.35
101157;2024-01-06;139.54
101210;2024-01-15;219.64
100576;2024-01-21;209.67
101095;2024-01-14;208.2
101254;2024-01-05;340.24
100568;2024-01-01;59.16
101106;2024-01-25;323.53
101391;2024-01-11;445.8
100908;2024-01-28;313.61
100898;2024-01-01;485.14
101145;2024-01-23;143.82
100719;2024-01-05;287.96
100876;2024-01-27;15.57
100900;2024-01-20;444.97
100836;2024-01-09;238.03
101403;2024-01-14;371.66
101407;2024-01-10;169.01
101159;2024-01-23;169.05
100916;2024-01-18;89.24
100650;2024-01-22;335.11
100590;2024-01-23;236.51
101497;2024-01-20;75.86
101170;2024-01-04;370.85
100931;2024-01-03;360.0
101455;2024-01-12;225.99
100955;2024-01-28;31.88
100536;2024-01-13;233.25
101115;2024-01-08;28.7
100593;2024-01-19;478.25
101191;2024-01-19;207.84
100556;2024-01-14;344.65
101374;2024-01-09;418.15
100586;2024-01-10;67.62
100677;2024-01-29;82.55
100566;2024-01-04;157.12
100994;2024-01-22;492.95
101078;2024-01-28;45.49
100882;2024-01-07;221.44
101161;2024-01-17;78.29
100667;2024-01-28;366.92
100615;2024-01-23;452.26
101194;2024-01-04;326.78
100552;2024-01-29;50.97
101424;2024-01-16;225.47
101476;2024-01-01;109.81
101335;2024-01-18;147.56
101038;2024-01-19;210.56
101043;2024-01-10;88.47
101116;2024-01-15;330.64
101118;2024-01-11;329.2
100780;2024-01-19;359.48
100925;2024-01-25;105.53
100732;2024-01-05;248.85
101073;2024-01-06;263.73
101233;2024-01-12;196.13
101352;2024-01-04;437.23
100710;2024-01-03;420.38
100813;2024-01-11;370.69
101166;2024-01-28;259.23
101048;2024-01-02;43.86
101217;2024-01-21;126.45
101229;2024-01-15;120.79
100809;2024-01-10;489.77
101035;2024-01-20;306.07
100903;2024-01-08;379.46
100949;2024-01-01;51.12
100781;2024-01-28;67.65
101339;2024-01-12;268.51
101307;2024-01-27;287.61
101417;2024-01-26;341.13
101028;2024-01-27;333.23
101158;2024-01-10;414.85
100977;2024-01-11;252.64
101096;2024-01-26;182.41
100619;2024-01-28;230.83
101090;2024-01-21;10.42
101075;2024-01-11;457.75
101092;2024-01-16;382.7
101018;2024-01-02;437.24
100968;2024-01-15;237.24
100883;2024-01-14;439.26
100846;2024-01-17;356.39
100961;2024-01-18;23.95
101388;2024-01-11;330.78
101280;2024-01-28;283.97
101212;2024-01-22;495.28
100535;2024-01-22;79.32
100772;2024-01-17;135.99
100818;2024-01-25;455.44
100647;2024-01-01;420.48
101445;2024-01-23;485.19
101008;2024-01-26;459.57
100960;2024-01-14;80.79
100575;2024-01-04;192.17
101360;2024-01-12;99.44
101022;2024-01-05;274.65
101302;2024-01-27;434.13
101107;2024-01-19;455.49
101387;2024-01-30;208.09
101298;2024-01-30;496.59
101024;2024-01-17;251.33
101477;2024-01-27;344.82
100899;2024-01-11;120.57
101441;2024-01-04;222.5
101023;2024-01-23;39.54
100855;2024-01-02;358.47
100770;2024-01-18;305.3
100559;2024-01-09;288.68
101460;2024-01-18;36.1
101429;2024-01-08;11.29
100501;2024-01-09;485.16
101011;2024-01-19;64.09
101058;2024-01-23;401.82
100662;2024-01-25;110.81
101456;2024-01-14;96.57
101102;2024-01-12;81.63
100928;2024-01-15;122.11
101350;2024-01-17;91.75
101218;2024-01-28;480.22
101377;2024-01-02;278.64
101341;2024-01-07;267.49
100904;2024-01-07;485.22
101312;2024-01-11;237.03
100934;2024-01-09;182.93
100765;2024-01-05;79.14
100737;2024-01-23;441.58
100514;2024-01-17;187.04
101141;2024-01-25;377.63
101271;2024-01-26;320.96
101003;2024-01-03;61.58
100865;2024-01-09;286.52
101250;2024-01-12;65.58
101184;2024-01-13;86.41
101244;2024-01-07;147.44
101278;2024-01-10;168.04
101203;2024-01-02;235.45
101094;2024-01-18;138.1
101397;2024-01-25;90.19
100953;2024-01-10;192.89
100745;2024-01-01;78.93
100902;2024-01-16;384.69
100607;2024-01-13;22.55
101413;2024-01-23;420.41
100661;2024-01-13;363.43
100643;2024-01-07;199.74
101450;2024-01-15;74.83
101189;2024-01-02;217.97
100768;2024-01-01;225.33
101071;2024-01-04;69.71
100704;2024-01-09;332.6
100544;2024-01-03;98.61
101265;2024-01-20;338.76
101378;2024-01-29;112.72
100832;2024-01-26;229.85
101284;2024-01-18;167.36
101430;2024-01-24;386.45
101320;2024-01-19;226.81
101114;2024-01-09;106.47
100699;2024-01-26;385.63
100805;2024-01-19;334.68
101301;2024-01-05;492.85
100845;2024-01-28;476.89
101006;2024-01-23;357.68
100797;2024-01-03;375.69
101287;2024-01-07;260.34
101220;2024-01-01;141.67
101451;2024-01-12;336.29
101074;2024-01-13;87.5
100935;2024-01-28;457.98
101041;2024-01-21;83.11
101209;2024-01-17;269.19
100878;2024-01-27;74.28
100670;2024-01-20;417.38
101190;2024-01-03;124.78
100837;2024-01-27;58.93
100642;2024-01-30;261.56
101089;2024-01-02;280.7
101260;2024-01-06;248.29
101363;2024-01-27;283.65
101221;2024-01-17;89.79
100680;2024-01-07;308.73
100743;2024-01-13;25.41
101277;2024-01-24;186.71
100738;2024-01-30;115.79
101201;2024-01-01;303.96
101419;2024-01-26;80.09
101300;2024-01-20;235.88
101151;2024-01-30;84.53
101263;2024-01-23;67.77
101395;2024-01-17;371.17
100583;2024-01-06;319.58
101288;2024-01-16;79.7
101414;2024-01-06;125.1
101358;2024-01-09;419.13
101425;2024-01-26;291.22
100549;2024-01-05;192.31
101226;2024-01-23;191.03
100892;2024-01-21;228.02
101238;2024-01-05;385.41
100756;2024-01-20;371.75
101336;2024-01-19;75.12
100614;2024-01-09;129.09
100628;2024-01-12;297.17
101472;2024-01-23;251.77
101394;2024-01-14;32.33
101406;2024-01-18;336.99
100624;2024-01-10;65.46
100632;2024-01-28;172.25
100964;2024-01-04;252.83
101245;2024-01-25;219.77
100783;2024-01-26;20.67
101046;2024-01-07;448.22
100828;2024-01-25;130.79
101230;2024-01-11;498.05
100683;2024-01-01;283.36
100978;2024-01-18;199.23
101282;2024-01-12;84.87
101261;2024-01-08;66.55
100718;2024-01-02;472.89
101372;2024-01-26;307.24
100937;2024-01-01;260.44
100774;2024-01-03;173.85
100999;2024-01-20;289.96
101267;2024-01-04;45.05
100943;2024-01-21;498.79
100545;2024-01-02;396.37
100520;2024-01-02;56.19
101275;2024-01-12;76.56
101259;2024-01-19;157.95
101281;2024-01-06;352.65
100975;2024-01-28;243.15
101385;2024-01-29;22.07
101354;2024-01-17;424.6
101149;2024-01-22;434.95
100674;2024-01-22;320.46
101478;2024-01-15;386.63
101019;2024-01-28;271.53
101479;2024-01-27;462.65
101467;2024-01-27;75.89
100930;2024-01-06;108.17
100724;2024-01-29;169.77
101346;2024-01-13;210.58
100808;2024-01-24;352.16
101465;2024-01-22;65.61
101326;2024-01-12;411.67
101105;2024-01-03;367.2
101142;2024-01-06;28.96
100581;2024-01-09;460.96
101258;2024-01-20;239.21
101304;2024-01-20;45.16
101400;2024-01-03;354.91
100917;2024-01-08;197.01
100946;2024-01-08;469.43
101442;2024-01-26;429.38
100542;2024-01-09;381.18
101036;2024-01-03;252.61
101225;2024-01-21;51.16
100973;2024-01-16;466.58
101252;2024-01-15;462.45
100834;2024-01-15;294.5
100565;2024-01-10;445.9
100861;2024-01-25;158.56
101324;2024-01-08;473.02
100589;2024-01-12;288.44
101132;2024-01-03;233.9
101047;2024-01-08;156.62
101136;2024-01-14;386.37
100920;2024-01-20;322.42
100959;2024-01-05;498.23
101054;2024-01-09;85.84
100851;2024-01-16;442.91
100864;2024-01-07;276.14
101093;2024-01-21;74.39
100538;2024-01-30;204.29
100522;2024-01-24;308.78
100912;2024-01-08;282.66
100728;2024-01-13;398.71
100870;2024-01-11;179.8
100509;2024-01-09;84.09
100799;2024-01-20;246.8
101138;2024-01-20;294.4
101308;2024-01-17;214.17
101167;2024-01-29;125.45
101458;2024-01-15;225.44
101147;2024-01-25;217.5
101268;2024-01-28;326.15
101174;2024-01-18;59.57
101082;2024-01-02;362.4
100663;2024-01-17;371.78
101340;2024-01-02;55.98
100711;2024-01-01;292.82
100779;2024-01-29;420.91
100510;2024-01-18;142.06
101240;2024-01-06;126.2
100684;2024-01-19;219.05
100950;2024-01-08;455.39
100952;2024-01-17;163.9
101489;2024-01-29;378.49
100639;2024-01-28;131.71
101235;2024-01-03;37.02
100541;2024-01-27;169.55
101468;2024-01-29;499.75
100901;2024-01-20;288.25
100962;2024-01-12;480.91
101005;2024-01-02;171.28
101076;2024-01-15;316.66
100965;2024-01-25;52.44
100608;2024-01-03;472.89
101384;2024-01-16;470.6
100705;2024-01-14;70.89
100927;2024-01-05;442.91
101175;2024-01-23;99.09
101079;2024-01-25;214.15
100691;2024-01-07;209.81
100933;2024-01-28;403.9
101276;2024-01-14;400.94
101188;2024-01-28;60.72
100929;2024-01-26;331.99
101487;2024-01-20;281.66
100821;2024-01-30;121.59
100679;2024-01-21;277.61
100910;2024-01-17;402.48
101171;2024-01-11;117.5
100726;2024-01-22;270.39
100875;2024-01-07;319.47
101198;2024-01-04;222.33
101257;2024-01-04;220.51
101246;2024-01-23;116.48
101365;2024-01-09;84.62
100833;2024-01-24;331.17
100715;2024-01-01;213.6
100823;2024-01-05;139.2
101279;2024-01-04;411.97
101215;2024-01-17;365.39
101498;2024-01-04;307.07
101121;2024-01-05;379.1
100701;2024-01-26;85.71
100795;2024-01-23;373.4
100518;2024-01-08;407.84
100721;2024-01-29;335.22
101080;2024-01-27;115.17
100560;2024-01-26;322.3
100587;2024-01-07;174.99
100681;2024-01-24;348.63
100500;2024-01-09;48.64
101069;2024-01-10;253.04
101330;2024-01-30;147.39
101072;2024-01-26;185.91
101034;2024-01-06;45.54
101351;2024-01-16;477.1
100599;2024-01-16;254.9
101437;2024-01-17;13.17
101066;2024-01-07;234.09
101483;2024-01-30;498.73
100526;2024-01-14;105.48
100736;2024-01-19;417.74
100688;2024-01-30;55.7
100786;2024-01-22;220.15
101146;2024-01-03;149.61
100885;2024-01-15;411.32
101463;2024-01-27;191.86
101446;2024-01-12;171.93
100969;2024-01-29;178.37
100801;2024-01-09;185.76
100653;2024-01-09;71.91
101361;2024-01-21;271.39
101264;2024-01-28;209.59
100692;2024-01-27;23.37
100733;2024-01-22;144.59
100841;2024-01-30;180.8
101299;2024-01-22;355.79
101285;2024-01-30;481.91
101033;2024-01-14;294.52
100656;2024-01-15;113.22
100763;2024-01-25;429.71
100802;2024-01-13;403.85
100873;2024-01-10;447.4
101461;2024-01-18;164.51
101242;2024-01-19;327.52
101337;2024-01-12;172.41
100714;2024-01-05;12.06
101273;2024-01-05;427.97
100523;2024-01-12;69.57
101473;2024-01-24;31.95
100671;2024-01-10;134.12
101409;2024-01-04;286.63
101453;2024-01-07;399.12
101444;2024-01-01;147.64
101004;2024-01-09;396.38
100806;2024-01-04;179.63
101286;2024-01-12;415.49
100723;2024-01-30;471.7
100759;2024-01-23;154.47
100784;2024-01-04;258.41
100618;2024-01-30;426.89
100727;2024-01-05;350.39
100644;2024-01-14;350.28
101001;2024-01-27;483.15
100594;2024-01-28;355.93
100508;2024-01-30;380.47
101449;2024-01-17;119.86
101432;2024-01-04;135.58
100914;2024-01-13;176.79
100762;2024-01-28;231.13
100895;2024-01-03;373.16
100588;2024-01-20;214.05
101253;2024-01-14;300.45
100957;2024-01-28;474.61
100979;2024-01-04;118.73
100531;2024-01-23;354.29
100941;2024-01-14;150.99
101462;2024-01-11;487.11
100970;2024-01-28;234.63
101039;2024-01-16;50.64
101448;2024-01-12;186.55
101053;2024-01-18;375.85
100923;2024-01-24;168.46
101334;2024-01-09;498.91
100764;2024-01-03;185.31
100746;2024-01-11;102.91
101248;2024-01-18;103.8
101100;2024-01-11;168.9
100606;2024-01-16;303.96
101097;2024-01-13;397.59
101152;2024-01-19;17.27
101440;2024-01-28;240.13
101390;2024-01-26;105.43
100824;2024-01-26;378.28
100940;2024-01-08;179.59
100512;2024-01-02;167.08
100859;2024-01-11;414.9
101364;2024-01-21;259.57
101466;2024-01-08;408.32
101007;2024-01-21;411.46
101067;2024-01-10;367.22
101296;2024-01-15;210.65
101266;2024-01-27;225.16
101423;2024-01-07;126.15
101321;2024-01-27;68.25
100603;2024-01-24;192.7
100868;2024-01-18;477.83
100886;2024-01-11;249.9
101087;2024-01-13;101.45
100625;2024-01-28;308.93
101411;2024-01-25;390.46
101249;2024-01-30;15.31
100890;2024-01-25;255.53
101088;2024-01-03;477.71
100713;2024-01-20;230.36
100948;2024-01-10;167.88
101179;2024-01-05;373.91
101133;2024-01-15;413.07
101464;2024-01-13;475.95
100991;2024-01-22;379.04
101410;2024-01-08;186.51
101168;2024-01-10;195.71
101457;2024-01-23;55.43
101077;2024-01-13;44.43
100804;2024-01-29;309.32
101333;2024-01-30;114.36
101356;2024-01-14;227.48
100945;2024-01-18;333.83
100562;2024-01-10;34.81
101113;2024-01-07;17.91
101056;2024-01-15;393.39
100844;2024-01-02;497.75
100676;2024-01-29;475.67
101061;2024-01-14;311.59
101262;2024-01-22;35.6
100863;2024-01-01;235.97
100734;2024-01-08;36.53
100830;2024-01-24;114.49
100907;2024-01-05;333.55
101098;2024-01-13;282.73
100731;2024-01-24;68.03
100767;2024-01-17;297.07
100815;2024-01-20;423.05
101108;2024-01-16;154.4
100563;2024-01-15;360.89
101172;2024-01-14;354.8
100932;2024-01-09;236.01
101293;2024-01-25;226.8
100919;2024-01-21;433.45
100777;2024-01-16;96.07
100896;2024-01-29;430.93
100664;2024-01-24;32.21
101396;2024-01-20;343.12
100703;2024-01-12;471.69
100610;2024-01-09;103.32
100547;2024-01-14;143.94
100533;2024-01-05;124.95
100616;2024-01-19;36.14
100641;2024-01-23;123.37
100749;2024-01-17;397.54
101231;2024-01-12;128.21
100507;2024-01-26;20.12
100612;2024-01-29;145.24
101200;2024-01-09;73.08
101228;2024-01-04;307.7
100980;2024-01-23;424.71
101031;2024-01-09;365.61
100629;2024-01-18;183.41
100611;2024-01-12;152.76
100827;2024-01-21;243.54
101359;2024-01-16;11.18
100504;2024-01-03;278.95
100567;2024-01-16;123.05
101017;2024-01-21;260.0
101027;2024-01-09;68.87
101362;2024-01-03;275.5
100857;2024-01-08;356.94
101178;2024-01-16;177.96
101305;2024-01-13;316.47
101389;2024-01-22;404.94
100633;2024-01-10;364.34
100989;2024-01-25;313.68
100729;2024-01-08;363.59
101484;2024-01-30;173.12
101383;2024-01-07;323.17
100790;2024-01-20;255.34
100974;2024-01-12;322.05
101014;2024-01-13;287.88
101373;2024-01-15;35.31
100709;2024-01-12;49.88
101103;2024-01-27;105.16
100822;2024-01-07;249.68
101020;2024-01-06;215.19
101371;2024-01-27;357.43
100525;2024-01-07;166.77
100850;2024-01-22;129.23
100622;2024-01-14;127.79
100835;2024-01-07;29.33
100551;2024-01-21;483.56
101223;2024-01-24;144.17
100740;2024-01-28;379.89
100939;2024-01-12;372.76
100511;2024-01-23;496.53
100997;2024-01-15;420.72
101323;2024-01-13;216.91
101068;2024-01-02;398.8
101153;2024-01-03;142.14
100936;2024-01-06;479.97
100696;2024-01-19;322.63
101137;2024-01-10;59.37
100515;2024-01-15;491.72
100972;2024-01-20;23.54
101431;2024-01-26;194.38
101247;2024-01-17;401.85
100983;2024-01-10;128.64
101421;2024-01-30;419.91
100996;2024-01-30;123.73
101269;2024-01-22;223.79
100720;2024-01-05;422.73
100532;2024-01-22;415.19
101309;2024-01-05;258.48
101164;2024-01-21;418.76
101236;2024-01-04;101.7
101125;2024-01-30;310.18
100694;2024-01-22;53.26
100537;2024-01-13;313.61
101428;2024-01-28;311.3
101496;2024-01-05;192.51
100605;2024-01-07;366.63
100853;2024-01-16;355.27
100871;2024-01-08;370.96
101222;2024-01-20;275.55
100655;2024-01-04;225.96
100668;2024-01-01;161.47
101173;2024-01-03;436.65
101366;2024-01-30;477.84
100693;2024-01-12;302.99
100944;2024-01-26;140.35
100888;2024-01-10;475.02
100995;2024-01-30;440.22
100789;2024-01-28;212.42
100849;2024-01-20;484.82
101332;2024-01-08;129.05
101328;2024-01-15;307.25
101207;2024-01-09;199.27
100652;2024-01-15;334.3
100891;2024-01-30;355.51
100503;2024-01-09;73.15
101343;2024-01-06;260.7
100982;2024-01-10;179.88
101045;2024-01-04;28.01
101065;2024-01-05;187.1
101029;2024-01-13;435.97
100554;2024-01-17;444.67
101349;2024-01-23;453.3
100597;2024-01-04;79.06
100838;2024-01-13;117.12
101122;2024-01-24;165.75
100695;2024-01-10;141.54
100572;2024-01-08;104.17
101438;2024-01-28;186.75
101306;2024-01-05;366.95
101495;2024-01-19;93.3
100986;2024-01-17;347.37
100651;2024-01-04;382.01
101085;2024-01-10;481.39
101214;2024-01-15;67.34
101206;2024-01-29;129.35
100889;2024-01-24;493.07
100506;2024-01-18;204.53
101375;2024-01-05;220.11
101297;2024-01-15;331.29
100634;2024-01-06;63.38
101015;2024-01-05;221.03
101213;2024-01-30;40.95
101398;2024-01-09;492.71
100602;2024-01-24;477.16
100698;2024-01-25;364.55
101270;2024-01-16;237.61
100659;2024-01-12;126.62
101180;2024-01-14;361.53
100707;2024-01-03;322.19
101338;2024-01-24;319.62
100687;2024-01-14;92.1
101289;2024-01-26;262.23
100748;2024-01-13;111.2
100971;2024-01-15;237.65
101204;2024-01-25;139.53
101439;2024-01-12;27.27
101049;2024-01-08;408.77
101030;2024-01-13;115.58
101064;2024-01-10;142.62
100787;2024-01-23;116.55
101318;2024-01-19;390.43
101010;2024-01-30;256.67
101412;2024-01-06;92.33
100735;2024-01-16;63.31
101493;2024-01-01;152.6
100794;2024-01-19;285.23
101402;2024-01-08;499.55
101294;2024-01-30;457.04
101322;2024-01-09;410.66
100816;2024-01-01;396.21
100646;2024-01-24;183.65
101481;2024-01-08;140.83
101070;2024-01-15;198.76
100640;2024-01-14;212.06
100812;2024-01-08;360.17
100635;2024-01-19;340.04
101317;2024-01-17;63.94
100548;2024-01-18;439.14
100706;2024-01-22;223.31
100842;2024-01-14;469.21
100881;2024-01-02;226.78
100725;2024-01-17;326.99
100998;2024-01-10;187.48
101303;2024-01-27;323.29
101434;2024-01-20;357.83
100595;2024-01-13;418.72
101420;2024-01-24;123.05
100645;2024-01-02;189.41
101117;2024-01-03;228.1
100524;2024-01-22;169.98
100887;2024-01-18;195.36
101205;2024-01-08;172.26
101470;2024-01-26;155.41
100638;2024-01-02;249.83
100922;2024-01-06;38.09
100755;2024-01-26;231.5
101426;2024-01-19;468.91
100617;2024-01-03;415.45
100673;2024-01-07;369.66
100811;2024-01-27;181.74
101355;2024-01-18;235.37
100557;2024-01-19;266.86
100918;2024-01-11;196.87
101199;2024-01-11;86.59
100894;2024-01-14;72.15
100856;2024-01-14;169.9
100921;2024-01-03;443.75
100906;2024-01-02;19.35
100596;2024-01-23;109.13
100657;2024-01-10;271.7
100580;2024-01-12;268.82
101134;2024-01-13;71.02
101311;2024-01-07;81.04
101418;2024-01-05;192.24
100956;2024-01-06;334.14
101353;2024-01-10;131.2
100751;2024-01-27;123.22
101369;2024-01-06;284.1
101182;2024-01-13;160.42
101195;2024-01-15;244.07
101009;2024-01-01;58.3
101163;2024-01-29;149.14
101251;2024-01-11;324.49
101109;2024-01-07;240.68
101404;2024-01-29;243.5
100631;2024-01-20;486.1
100682;2024-01-24;128.99
101415;2024-01-08;242.45
100519;2024-01-22;229.52
100540;2024-01-14;304.96
100675;2024-01-04;175.06
100803;2024-01-13;291.44
100752;2024-01-29;31.67
101382;2024-01-27;271.41
100810;2024-01-15;162.81
101427;2024-01-07;177.97
100600;2024-01-06;385.09
100753;2024-01-10;340.73
101177;2024-01-01;179.53
101219;2024-01-09;491.31
100872;2024-01-20;222.63
100819;2024-01-28;376.55
101155;2024-01-25;300.21
100793;2024-01-07;309.01
100874;2024-01-02;269.23
101131;2024-01-17;357.68
101433;2024-01-23;18.25
100884;2024-01-14;95.8
100747;2024-01-21;147.2
101057;2024-01-03;118.23
101044;2024-01-08;93.2
100584;2024-01-26;258.79
100840;2024-01-01;205.85
100689;2024-01-22;186.17
100990;2024-01-08;181.82
101119;2024-01-05;161.85
101345;2024-01-25;160.14
100958;2024-01-10;452.07
100791;2024-01-15;497.41
101237;2024-01-09;224.42
100848;2024-01-03;84.75
101129;2024-01-11;207.83
100963;2024-01-19;75.35
101416;2024-01-13;101.51
101344;2024-01-22;412.24
101110;2024-01-06;399.42
101140;2024-01-13;114.82
100814;2024-01-24;123.59
100697;2024-01-27;408.28
101183;2024-01-20;457.83
101292;2024-01-20;78.94
101401;2024-01-02;470.38
101381;2024-01-16;420.79
100672;2024-01-21;440.16
100521;2024-01-03;300.46
100627;2024-01-10;189.0
101313;2024-01-03;404.76
101243;2024-01-13;289.71
101128;2024-01-09;159.66
100942;2024-01-20;194.96
100909;2024-01-29;289.96
100582;2024-01-11;74.59
100866;2024-01-14;66.98
100860;2024-01-13;337.62
100862;2024-01-21;382.39
101123;2024-01-19;13.33
101086;2024-01-13;12.74
